,genre,mel_spectrogram_path,segment_index,mel_spectrogram_shape,original_audio_path
5253,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00070.wav
5254,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00070.wav
5255,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00070.wav
5256,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00022.wav
5257,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00022.wav
5258,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00022.wav
5259,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00022.wav
5260,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00022.wav
5261,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00022.wav
5262,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00034.wav
5263,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00034.wav
5264,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00034.wav
5265,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00034.wav
5266,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00034.wav
5267,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00034.wav
5268,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00064.wav
5269,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00064.wav
5270,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00064.wav
5271,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00064.wav
5272,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00064.wav
5273,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00064.wav
5274,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00057.wav
5275,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00057.wav
5276,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00057.wav
5277,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00057.wav
5278,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00057.wav
5279,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00057.wav
5280,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00046.wav
5281,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00046.wav
5282,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00046.wav
5283,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00046.wav
5284,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00046.wav
5285,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00046.wav
5286,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00093.wav
5287,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00093.wav
5288,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00093.wav
5289,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00093.wav
5290,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00093.wav
5291,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00093.wav
5292,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00036.wav
5293,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00036.wav
5294,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00036.wav
5295,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00036.wav
5296,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00036.wav
5297,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00036.wav
5298,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00012.wav
5299,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00012.wav
5300,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00012.wav
5301,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00012.wav
5302,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00012.wav
5303,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00012.wav
5304,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00059.wav
5305,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00059.wav
5306,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00059.wav
5307,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00059.wav
5308,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00059.wav
5309,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00059.wav
5310,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00024.wav
5311,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00024.wav
5312,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00024.wav
5313,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00024.wav
5314,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00024.wav
5315,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00024.wav
5316,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00009.wav
5317,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00009.wav
5318,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00009.wav
5319,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00009.wav
5320,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00009.wav
5321,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00009.wav
5322,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00049.wav
5323,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00049.wav
5324,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00049.wav
5325,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00049.wav
5326,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00049.wav
5327,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00049.wav
5328,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00056.wav
5329,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00056.wav
5330,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00056.wav
5331,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00056.wav
5332,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00056.wav
5333,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00056.wav
5334,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00027.wav
5335,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00027.wav
5336,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00027.wav
5337,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00027.wav
5338,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00027.wav
5339,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00027.wav
5340,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00038.wav
5341,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00038.wav
5342,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00038.wav
5343,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00038.wav
5344,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00038.wav
5345,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00038.wav
5346,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00010.wav
5347,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00010.wav
5348,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00010.wav
5349,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00010.wav
5350,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00010.wav
5351,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00010.wav
5352,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00094.wav
5353,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00094.wav
5354,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00094.wav
5355,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00094.wav
5356,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00094.wav
5357,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00094.wav
5358,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00062.wav
5359,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00062.wav
5360,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00062.wav
5361,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00062.wav
5362,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00062.wav
5363,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00062.wav
5364,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00085.wav
5365,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_2.npy,2,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00085.wav
5366,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_3.npy,3,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00085.wav
5367,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_4.npy,4,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00085.wav
5368,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_5.npy,5,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00085.wav
5369,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_6.npy,6,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00085.wav
5370,rock,/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/Processed_Audio/rock_segment_1.npy,1,"(128, 216)",/home/trfar/Documents/Advanced Machine Learning/GTZAN_Dataset/genres_original/rock/rock.00030.wav
